GEOID,intersects_leveedarea
06001451102,0
06029002806,1
06029002807,1
06029003203,1
06085507903,0
06085508401,0
06085508404,0
06001432800,0
06001441503,1
06001435400,0
06001438000,0
06001451201,0
06001451202,0
06001409000,1
06029003400,0
06029003500,0
06029003600,0
06029006003,0
06115040500,1
06115040600,1
06109003200,0
06109001200,0
06109005201,0
06109001100,0
06085508503,0
06001401500,0
06029004601,0
06029003304,1
06029005300,0
06029005103,0
06029002811,1
06029002813,0
06073003208,0
06085507904,0
06101050101,1
06029002814,0
06029002815,0
06029002816,0
06029002817,0
06029002818,0
06085504412,0
06085504413,1
06085504414,1
06085504415,1
06085504416,1
06073013414,0
06073013415,0
06073013416,0
06073013417,0
06073013418,0
06111005002,0
06073018517,0
06073018518,0
06073018519,0
06073018601,1
06029000102,0
06073008303,0
06073006200,0
06073012200,1
06073020706,0
06111005202,0
06001401600,0
06001402400,0
06085504418,0
06085504421,1
06073000700,0
06037310703,0
06037310900,0
06001402200,0
06073000800,0
06037311000,0
06037311100,0
06037311200,0
06037311300,0
06037311400,0
06085507905,0
06001402500,0
06001402600,0
06001402700,0
06001403000,0
06037237900,0
06037534700,1
06037228600,0
06037222600,0
06037407101,0
06037482502,0
06037208904,0
06085504422,0
06001403100,0
06073013505,0
06073013506,0
06073013604,0
06085506304,0
06085506305,0
06085506401,0
06073013802,0
06073018609,1
06001404501,0
06001403800,0
06001403900,0
06037302202,0
06037139703,0
06037430502,0
06037300702,0
06037123602,0
06037122410,0
06037131300,0
06037115302,0
06037109700,0
06037910501,0
06041106001,1
06001404000,0
06001438300,0
06037576402,0
06037543903,1
06037571102,1
06085506402,0
06085506503,0
06111005203,0
06111005304,1
06111005306,1
06111005403,0
06111005404,0
06009000122,0
06009000504,0
06009000121,0
06009000501,0
06085507906,0
06099002402,0
06037543701,0
06037241300,0
06037228410,0
06037531800,0
06037910809,0
06037204200,0
06037209820,0
06037214600,0
06037211420,0
06037480400,0
06037480500,0
06071007303,0
06019003201,0
06019003202,0
06019007802,1
06019000501,0
06019007801,0
06079013000,1
06019002502,0
06019002601,0
06019002602,0
06019002800,0
06019002701,0
06075020300,0
06019003600,0
06019003500,0
06019003804,0
06019004205,0
06019004211,0
06019004212,0
06019004302,0
06075020900,0
06075021000,0
06075021100,0
06075021200,0
06075021300,0
06075021400,0
06075021500,0
06075021600,0
06037113235,0
06037553100,1
06037553300,1
06037553400,1
06037553502,0
06037553601,1
06037553701,1
06037554403,1
06037554404,1
06037554512,1
06037554514,1
06037602402,0
06037602403,0
06037602404,0
06059062631,0
06037531502,0
06037531603,0
06037531604,0
06037531701,0
06037531702,0
06037531901,0
06037531902,0
06037532001,0
06059011717,0
06059011718,0
06059011720,1
06059011721,0
06037532101,1
06037532002,0
06037532200,1
06059011722,1
06059042312,1
06059042313,0
06059063202,0
06059063301,0
06059063302,0
06059063400,0
06059063604,0
06075021700,0
06075021800,0
06075022600,0
06075022802,0
06075022902,0
06075022903,0
06075023001,0
06075023003,0
06037553702,1
06037553801,1
06037553802,1
06037553901,0
06037554002,1
06037554101,1
06037554201,1
06037554515,1
06037554516,1
06037554518,1
06037554519,1
06037554521,1
06037554522,1
06037554700,0
06037554801,1
06037554802,1
06037620602,0
06037620701,0
06037620901,0
06037621001,0
06037621102,0
06037532302,1
06037532303,1
06037532304,1
06037532500,1
06013359103,1
06059021807,1
06013317000,0
06013328000,0
06001450744,1
06001405901,0
06001450101,0
06037541100,0
06037541300,0
06037541603,1
06037541604,1
06013330000,0
06013332000,0
06013371000,0
06033000702,0
06013372000,0
06037554900,1
06037555001,1
06037555002,1
06037555202,1
06037555211,1
06037555212,1
06037570002,1
06037650702,0
06013373000,0
06037651001,0
06037651002,0
06107000402,0
06013310000,0
06037532605,1
06037532700,0
06037533104,1
06037533201,1
06037533300,1
06013374000,0
06013375000,0
06013376000,0
06013377000,0
06013383000,0
06013385200,0
06037543304,1
06013387000,0
06107000501,0
06107000702,0
06107001005,1
06111004600,0
06013391000,0
06013315000,1
06113010310,1
06013347000,0
06013350000,0
06013359102,0
06013362000,0
06037570003,1
06037570100,0
06037570202,1
06037570203,1
06037570204,0
06037570303,1
06037651101,0
06037651102,0
06037651201,0
06037651222,0
06013379000,0
06013382000,0
06037533401,1
06037533601,1
06037533602,1
06037533702,1
06013388000,0
06013389100,0
06013389200,0
06013390100,0
06059021809,0
06059021810,0
06059021814,0
06059042326,0
06013390200,0
06113010312,1
06059042327,0
06059042328,0
06059063806,1
06059074108,1
06059074109,1
06059074111,1
06107001006,1
06107001200,1
06107001601,0
06059074200,0
06013333200,0
06013334001,0
06111002901,1
06111003201,0
06085503123,0
06013335000,0
06013336101,0
06017990000,0
06037910712,0
06037910713,0
06037920045,0
06037980001,0
06037980002,1
06037980004,0
06037575103,0
06037575202,0
06037601002,0
06037603102,0
06037620521,0
06037900701,0
06037910709,0
06037910810,0
06037920043,0
06037920104,0
06037920303,0
06019003805,0
06037433307,1
06037269907,0
06037120300,0
06037120400,0
06037121010,0
06037121020,0
06037293306,0
06037570404,1
06037571504,0
06075033203,0
06075033204,0
06075042601,0
06075042602,0
06075047801,0
06075061200,0
06037121210,0
06037121600,0
06037124000,0
06037124102,0
06037124201,0
06037124300,0
06037124400,0
06037124600,0
06087101100,0
06087120200,0
06087120400,0
06087120700,0
06087121200,0
06087121401,0
06087121403,0
06075980300,0
06075980401,0
06075012502,0
06075980200,0
06061021039,0
06061021403,0
06061021037,0
06037482702,0
06037500202,0
06061020401,0
06037141102,0
06037141201,0
06037141202,0
06037141304,0
06037143603,0
06037183221,0
06037183222,0
06037183401,0
06037910606,0
06095251100,0
06095253108,0
06095253300,1
06037121900,0
06059021903,1
06059021914,0
06059021919,0
06059021922,0
06059052408,0
06059052415,0
06037122000,0
06097150602,0
06097151203,0
06037122120,0
06037122200,0
06037123020,0
06037123103,0
06037980005,0
06059052416,0
06059052417,0
06059074106,1
06059074107,1
06013322000,0
06013314103,1
06013356002,0
06013354002,0
06013321103,0
06013353001,0
06013309000,1
06013323000,0
06013359203,0
06097151301,0
06097151305,0
06097151306,0
06037101110,0
06037101220,0
06097151310,0
06013369001,0
06001408200,0
06037113301,0
06037113303,1
06037113322,0
06001408400,0
06001408500,0
06001408600,0
06001408700,0
06037106020,0
06037106111,0
06089010100,0
06097151504,0
06097151311,0
06059099239,1
06059099305,1
06059099306,1
06059099251,1
06059099307,1
06059099903,1
06059099905,1
06059099906,1
06001408800,0
06001408900,0
06001409100,0
06001409200,0
06001409300,0
06059110007,1
06059032002,0
06037115101,0
06037115202,0
06037115301,0
06059110003,1
06059099904,1
06059032003,0
06059032012,0
06059032013,0
06059052424,0
06059052425,0
06059052427,0
06095252702,0
06013306002,1
06013326000,0
06013340001,0
06013301000,1
06013361000,0
06013352102,0
06013338302,0
06013346101,0
06013378000,1
06013349000,0
06013369002,0
06013345105,0
06013337300,0
06013343003,0
06013345103,0
06013352202,0
06013346102,0
06013321200,1
06013325000,0
06013343001,0
06013321102,0
06013307204,0
06013367100,0
06001409400,0
06001409500,0
06001409600,0
06001409700,0
06001410100,0
06059052428,0
06095250900,0
06095252104,0
06095252102,1
06095252604,0
06095251902,0
06095252910,0
06037115401,0
06077004104,0
06077004203,0
06001410200,0
06001410400,0
06001420100,0
06001420200,0
06059087001,1
06059087002,1
06111001402,0
06111001506,0
06029003217,0
06029000913,0
06029003208,0
06029003207,0
06029003216,0
06029003211,0
06029004305,0
06029000914,0
06029003129,0
06029001003,0
06029003215,0
06029003214,0
06029002201,0
06029003001,0
06029003126,0
06029003137,0
06029006406,0
06029006405,0
06029003823,0
06029003136,0
06029003213,1
06029002502,0
06029005208,0
06029005805,0
06029003821,0
06029000912,0
06029000510,0
06029004001,0
06029003825,0
06029000911,0
06029000603,1
06029001402,0
06029005510,0
06029003221,1
06029003822,0
06029005205,0
06029001302,0
06029000701,0
06029001401,0
06029000106,0
06029000105,0
06029000508,0
06029000509,0
06029003820,1
06111001507,0
06111001602,0
06111002000,0
06001420500,0
06059099240,1
06059099308,0
06001421100,0
06001421400,0
06001421700,0
06001421800,0
06001421900,0
06059099309,0
06059099310,0
06059099402,1
06059099404,1
06059110004,1
06059110005,0
06001420600,0
06059032046,0
06059001901,1
06111000903,0
06111001101,1
06111001201,0
06111001202,0
06059052528,0
06059032043,0
06059042205,0
06059089107,1
06059042324,0
06059052423,0
06059052506,0
06059001706,0
06059021802,0
06059086405,1
06059074501,0
06059032011,0
06059021821,1
06059075605,0
06059032014,0
06059032015,0
06111001302,0
06059032020,0
06059032022,0
06059052502,0
06059052505,0
06059052511,0
06059052514,0
06059087101,1
06059087102,1
06059087103,1
06059087105,1
06059087106,1
06105000200,0
06023990100,0
06023010901,0
06023010902,1
06023011600,0
06023001300,1
06023010504,0
06023010503,0
06023011502,0
06023011501,0
06023010701,0
06023010702,1
06023001103,0
06023001001,0
06023001002,0
06023001102,1
06093001003,0
06093000901,1
06093001002,0
06093001001,0
06077004600,1
06077004800,1
06077005127,1
06059001402,0
06059001403,0
06059001404,0
06059001501,0
06059001503,0
06059032027,0
06059032028,0
06059032029,0
06059032030,0
06075023102,0
06075023200,0
06059052518,0
06059052519,0
06059052520,0
06059052521,0
06075023300,0
06075022901,0
06001407000,0
06001407200,0
06085504316,0
06001407300,0
06001407400,0
06001407600,0
06001407700,0
06001407800,0
06071007105,0
06071002204,1
06071009717,0
06071940100,0
06071008705,1
06071008302,0
06071004601,1
06085503324,0
06071004503,1
06071007800,1
06071001600,0
06071011300,0
06071000111,0
06071010023,0
06071007407,0
06001423700,0
06001423800,0
06059001504,0
06085503509,0
06071004800,1
06001423901,0
06001427700,0
06059001506,0
06059001507,0
06059001705,0
06059032031,0
06059032032,0
06109003102,0
06109004101,0
06109003103,0
06109004102,0
06109005102,0
06109004202,0
06109005101,0
06109002101,0
06109002102,0
06109003101,0
06059032034,0
06059032035,0
06059032036,0
06059052523,0
06059052524,0
06059052526,0
06059052527,0
06059062605,0
06071004700,1
06085503510,1
06001427800,0
06085504317,0
06085504319,1
06085504320,1
06071009712,0
06071009713,0
06071010700,1
06071010024,0
06071008301,0
06071000109,0
06071008901,0
06071009400,1
06071010300,1
06071010022,0
06071000812,1
06071000104,0
06071010413,0
06071010415,1
06071009708,0
06071010410,0
06001424001,0
06001428100,0
06001428200,0
06085503511,1
06085503601,1
06001442700,1
06001442800,1
06037204920,0
06037205110,0
06037205120,0
06037206010,0
06037206020,0
06037206050,0
06037111402,0
06037111303,0
06037104321,0
06037104322,0
06037108203,0
06037320101,0
06037920121,1
06037231901,0
06037232402,0
06037135204,0
06037460101,0
06037132302,0
06037135115,0
06037132301,0
06037134907,0
06037119003,0
06037111401,0
06037103401,0
06037207400,0
06001442900,1
06037192410,0
06037192510,0
06037192520,0
06037192610,0
06037192700,0
06037194500,0
06037195100,0
06037195300,0
06095252204,1
06095252203,1
06095253501,1
06095252205,1
06095252206,0
06095253207,0
06095253502,1
06095253208,0
06001443001,1
06001443002,1
06001443102,0
06001443301,0
06037137501,0
06001401100,0
06073003114,0
06073003115,0
06085512034,0
06085509304,0
06001401200,0
06001401300,0
06037134305,0
06037920020,0
06037910706,0
06037910601,0
06037910804,0
06037575102,0
06037543201,0
06037553602,1
06085511702,0
06085511905,0
06085512505,0
06041112100,1
06041103100,0
06041104300,1
06041107000,0
06041118100,0
06041127000,0
06041116000,0
06041124100,0
06041132200,0
06041104102,1
06041104200,0
06001402900,0
06037620001,0
06037535604,1
06037532900,0
06037400501,0
06037401303,0
06037401304,0
06037576302,0
06037460401,0
06037910002,0
06073001900,0
06073002001,0
06073009509,0
06073010012,0
06073011902,0
06073012401,1
06073013903,0
06073014400,0
06073015200,0
06073015301,0
06073015405,0
06073016809,0
06073016901,0
06073017044,0
06073017046,0
06073017049,0
06073008310,0
06041122000,0
06041123000,1
06041125000,1
06041115000,0
06001441924,1
06041103200,0
06041101100,1
06041119100,1
06001440100,0
06001451601,0
06041121100,0
06041126100,0
06041128200,1
06073015100,0
06073016608,0
06085509401,0
06085509403,0
06085509404,0
06085509500,0
06085512005,0
06073020021,0
06073020024,0
06073020025,0
06073020106,0
06073009103,0
06073008328,0
06073006500,1
06073008305,0
06073004501,0
06073003204,0
06073016609,0
06073020108,0
06073020109,0
06073020202,0
06073020206,0
06073020207,0
06073013504,0
06073013605,0
06073020015,0
06073009706,0
06073015406,0
06073019702,0
06073019601,0
06073017047,0
06073009704,0
06073015501,0
06073019303,0
06073019208,0
06073020807,0
06073003401,0
06073017033,0
06073020305,0
06073020902,0
06073020710,0
06073009502,0
06073002601,0
06073002602,0
06073002702,0
06073002710,0
06073002801,0
06085509600,0
06085509700,0
06085509802,0
06037143902,0
06037141700,0
06037311500,0
06037123420,0
06037134101,0
06073002905,0
06073003201,0
06073003202,0
06065042622,0
06065042724,0
06065042728,0
06085509901,0
06045010100,1
06073020019,0
06073010005,0
06073015602,0
06073019103,0
06073013801,0
06073008346,0
06073020105,0
06073016807,0
06073018904,0
06073009400,0
06073008324,0
06073008312,0
06073017403,0
06073016616,0
06073008311,0
06073002002,0
06073002100,0
06115040100,1
06115040800,1
06115040902,0
06115040901,1
06115040400,1
06065041804,0
06065041805,0
06065041807,0
06065041808,0
06073002201,0
06073002202,0
06037301000,0
06073018511,0
06073018516,0
06073018903,0
06073018905,0
06073018906,0
06073019105,0
06073019301,0
06073019403,0
06073019902,0
06073019904,0
06073019905,0
06073020107,0
06073020401,0
06073020404,0
06073020705,0
06073020805,0
06073020806,0
06041129000,0
06041132100,0
06041102100,0
06041106002,1
06071000821,0
06037620301,0
06037540502,1
06037242600,0
06073000100,0
06073016610,0
06073016613,0
06073016614,0
06073016615,0
06073017020,0
06085508602,0
06073003107,0
06073003108,0
06073017809,0
06073018612,0
06073019503,0
06073020208,0
06073020209,0
06073020210,0
06073020211,0
06085509902,0
06073017306,0
06073008350,0
06065044804,1
06073002803,0
06073002804,0
06073003001,0
06073003004,0
06073003101,0
06037401201,1
06037401202,0
06037401203,0
06037401311,1
06037401312,0
06037403401,0
06059021824,0
06059021829,0
06079011300,0
06079011400,0
06073016617,0
06073016804,0
06073016810,0
06073017006,0
06073020601,0
06073020602,0
06037408800,0
06073020707,0
06073008339,0
06073013412,0
06073020403,0
06073021304,0
06069000100,1
06069000200,0
06069000300,0
06037433601,1
06065045000,1
06079011901,1
06019007500,0
06019008000,1
06073017009,0
06073017014,0
06073017018,0
06073017021,0
06069000400,0
06037401500,0
06037401601,0
06037401602,0
06075026201,0
06075026202,0
06075012405,0
06075020101,0
06075017603,0
06075017803,0
06075012503,0
06075017804,0
06037403402,0
06037403404,0
06037430101,1
06037430102,1
06037434001,1
06037463200,0
06037463300,0
06037463400,0
06037463500,0
06037463700,0
06063000502,1
06063000501,1
06101050701,1
06079011800,0
06079012502,1
06101051000,1
06101051100,1
06101050601,1
06101050102,1
06101050900,1
06101050201,1
06101050603,1
06101050800,1
06073017031,0
06073017034,0
06073017035,0
06073017036,0
06073017037,0
06071001702,0
06037277100,0
06037277200,0
06071003000,0
06037408133,0
06025011600,0
06025011700,0
06025011801,0
06025011802,0
06037400304,1
06075980600,1
06071000107,0
06071000108,0
06037276000,0
06037276400,0
06037276500,0
06037402501,0
06037402702,0
06081606800,0
06037277400,0
06037240020,0
06037533103,1
06037402703,0
06037403702,0
06037403703,0
06037403721,0
06037403722,0
06085506804,0
06073004300,0
06073004400,0
06073004600,0
06073004700,0
06073004800,0
06073004900,0
06073009102,0
06073009104,0
06073009107,1
06081606000,1
06081609100,1
06081610304,1
06081606100,1
06081606300,0
06081606400,0
06081603900,0
06081613200,0
06095253203,0
06095253402,0
06095252903,0
06089012400,0
06081610202,0
06081603400,0
06081611800,1
06081608100,1
06081613300,0
06081607300,0
06081613600,0
06081600100,0
06081603100,0
06081605600,0
06081604600,0
06073005500,0
06073005700,0
06073009201,0
06073009301,0
06073009506,0
06073009602,0
06081606500,0
06081606600,0
06081606700,0
06081606900,0
06053990000,0
06081600600,0
06081601100,0
06081601200,0
06081613502,0
06053011303,0
06053011802,0
06053014800,0
06081612900,0
06081605700,0
06053014700,1
06055201402,0
06055201403,0
06055201101,0
06055201005,0
06055201401,0
06079010016,0
06019001407,0
06019003104,0
06019005805,0
06097151800,0
06075015701,0
06075015402,0
06075015702,0
06075016602,0
06075016601,0
06075012504,0
06075020102,0
06073006000,0
06073006100,0
06073006300,0
06073009603,0
06073009604,0
06073009703,0
06073009705,0
06073009801,0
06073011802,0
06081607100,0
06081607200,0
06053010306,1
06053010804,1
06053000701,0
06053014601,1
06053011101,1
06053011502,0
06053011604,1
06081607400,0
06081607500,0
06013304002,1
06087990100,0
06071009119,0
06071000118,0
06071009109,1
06075020802,0
06075020801,0
06075061401,0
06075020702,0
06075060702,0
06073006600,0
06073006900,1
06073007002,0
06073009804,0
06073009805,0
06073010001,0
06073010003,0
06073010004,0
06073012002,0
06073012003,0
06073012101,1
06081607701,1
06081607702,0
06081607800,0
06081607900,1
06081608002,1
06091010000,1
06037402904,0
06075012001,0
06075010101,0
06075010102,0
06075060701,0
06075033001,0
06075033002,0
06075031401,0
06075025501,0
06075010202,0
06075061504,0
06075061507,0
06075025502,0
06075016101,0
06075990200,0
06075016102,0
06075012801,0
06075010402,0
06075061101,0
06075047904,0
06075061102,0
06075061501,0
06075012403,0
06075047903,0
06075035101,0
06075061506,0
06075061505,0
06075045202,0
06075012406,0
06075012404,0
06075017604,0
06075015401,0
06075010901,0
06075012204,0
06075015202,0
06075010902,0
06075015201,0
06075020701,0
06075011001,0
06075011102,0
06075012002,0
06075010401,0
06075010701,0
06075010702,0
06075011002,0
06075012203,0
06075031402,0
06075013401,0
06075013402,0
06075012802,0
06075013002,0
06075020202,0
06075020601,0
06075020201,0
06075061508,0
06075013001,0
06075010201,0
06075011101,0
06073007200,0
06073007302,0
06073007501,1
06073007502,0
06073010009,1
06073010010,0
06073010013,0
06073010106,0
06073010107,0
06073012102,1
06073012302,0
06073012304,0
06037275200,1
06037702801,0
06037226420,0
06073012402,0
06081608023,1
06081608200,1
06081608300,1
06081608400,1
06081608501,0
06081608502,0
06037219010,0
06037530006,0
06037209520,0
06037208720,0
06037208710,0
06037404902,1
06037481401,0
06037190901,0
06037189702,0
06037143700,0
06037181300,0
06037300901,0
06073008002,0
06073010110,1
06073010111,0
06073010112,0
06073010300,0
06073010401,0
06073012600,1
06073012700,0
06073012800,0
06073012900,0
06073013000,0
06081608600,1
06081608700,0
06081609000,0
06081609300,0
06073008101,0
06073008102,0
06073008301,0
06073008306,0
06073010402,0
06073010501,0
06073010502,1
06073010601,1
06073013205,0
06073013102,0
06073013103,1
06073013104,0
06073013203,0
06073013204,0
06081609900,0
06081610000,0
06081610100,0
06081610201,0
06073010109,1
06073008307,0
06073008327,0
06073008330,0
06073010900,0
06073011000,0
06073011100,0
06073013306,0
06073013206,0
06073013301,0
06073013302,0
06073013303,0
06081610203,0
06081610303,1
06081610400,0
06081610500,0
06081610601,0
06081610602,0
06095250400,0
06095250501,0
06095250502,0
06095250601,0
06037430200,1
06065042516,0
06065042716,0
06065042717,0
06065042902,0
06065042903,0
06065043006,0
06065043206,0
06065043216,0
06065043217,0
06065042300,1
06065042511,0
06001401700,0
06089010200,0
06073014602,0
06073011300,0
06073008511,0
06073013601,0
06073017048,0
06073009507,0
06073007800,0
06073008503,0
06073009902,0
06073020304,0
06073015502,0
06073021202,0
06073016201,0
06037980008,0
06037278102,1
06037294301,0
06037294302,0
06037294421,0
06037294701,0
06037296401,0
06037101400,0
06073018510,1
06073019803,1
06073015302,0
06073010104,0
06073017601,0
06073016606,0
06073019002,0
06073008501,0
06073003601,0
06073013411,0
06037573601,1
06073002703,0
06037900103,0
06037900104,0
06037900505,0
06037900506,0
06037900608,0
06075990100,0
06061021045,0
06073003109,0
06073003111,0
06073003112,0
06073003113,0
06061022400,0
06061023900,0
06061023200,0
06037183402,0
06037183701,0
06037183702,0
06037186201,0
06037186203,0
06037186302,0
06037296402,0
06037296902,0
06037297202,0
06037297601,0
06037297602,0
06037104204,0
06037106645,0
06037121102,1
06037124104,0
06073007701,0
06073007907,0
06073021600,0
06073021800,0
06037406702,0
06037302505,0
06037302506,0
06037400403,1
06037576001,1
06089010703,0
06097990100,0
06079010204,0
06079011002,0
06037186403,0
06073022000,0
06073008003,0
06073008006,0
06073008361,0
06073008362,0
06037186404,0
06037187101,1
06037188201,1
06037189101,0
06037189102,0
06037189202,0
06037190802,0
06037191301,0
06037191302,0
06037191901,0
06037124902,0
06037481605,0
06037481606,0
06037533703,1
06019003302,0
06019004901,0
06019001303,0
06073009305,0
06037500404,1
06037501001,1
06037300301,0
06037301205,0
06037134905,0
06073009306,0
06073018613,1
06073009510,0
06073012501,0
06007002900,0
06037543306,1
06037576301,0
06037576903,0
06037577504,0
06037900609,0
06007000103,1
06007000104,1
06007000401,1
06019000902,0
06019001408,0
06019001304,0
06019000901,0
06001433600,1
06037901009,0
06037901010,0
06037901011,0
06037910504,0
06081613900,0
06037990100,0
06019004215,0
06073012502,1
06073013420,0
06073019808,0
06073014901,0
06037990300,0
06037192002,0
06037194401,0
06037194402,0
06037195201,0
06037195202,0
06037195804,0
06037195901,0
06037195902,0
06037195903,0
06037201601,0
06037201602,0
06073016503,0
06007000904,1
06007003001,0
06007003502,1
06007000901,1
06007000903,1
06089010704,0
06089010603,0
06089010807,0
06089011803,0
06037141101,0
06037190202,0
06037207103,0
06037211704,0
06037237102,0
06037240401,0
06037262704,0
06037264102,0
06037620305,0
06037137502,0
06001444100,1
06001444200,1
06037195500,0
06037195600,0
06037195710,0
06037195720,0
06001444400,1
06037195802,0
06001444500,1
06001450200,0
06001450300,0
06105000500,0
06037137504,0
06037138000,0
06037139200,0
06087120901,0
06087120902,0
06087121601,0
06087122401,0
06087121602,0
06087110503,0
06087110506,0
06087110202,1
06087110505,0
06087110201,0
06087110302,0
06087110301,1
06087110401,1
06087121701,0
06087121702,0
06087110102,1
06087110601,0
06087122205,0
06087100801,1
06087101002,1
06087121802,0
06067002300,1
06067002400,1
06037143200,0
06037201301,0
06037201302,0
06037201401,0
06037201402,0
06037236001,0
06037236102,0
06037409100,0
06037234301,0
06037231601,0
06037231603,0
06037234001,0
06037236205,0
06037206051,0
06037231301,0
06037231302,0
06037532607,1
06037275604,0
06037530007,1
06037271804,0
06037551002,1
06037502700,1
06037502901,0
06037550801,1
06037502604,1
06037276608,0
06037550502,1
06037276102,0
06037408707,0
06037275312,1
06037275605,1
06037533108,1
06037276101,0
06047002403,0
06047002404,0
06047000404,1
06047001007,1
06047002305,0
06047002203,0
06047002303,0
06047002002,0
06047002306,0
06047002601,1
06047000305,0
06047002304,0
06047002001,1
06047000904,1
06047000903,1
06047001008,1
06047001604,1
06047000204,0
06047002602,1
06047002204,0
06047000403,0
06047001006,1
06047000205,0
06037139301,0
06037139302,0
06037139502,0
06037139600,0
06037139701,0
06037139801,0
06013324002,0
06013320004,1
06013336201,0
06013338203,0
06013338204,0
06013345204,0
06013345203,0
06013345112,0
06013345113,0
06037143500,0
06037181000,0
06037181500,0
06037181600,0
06037183101,0
06001441402,1
06001441501,1
06001441521,1
06001441522,1
06001441601,1
06037406103,0
06037920339,1
06037482521,0
06067001102,1
06067001201,1
06067006902,1
06067006802,1
06067001103,1
06001441602,1
06037183220,0
06037183300,0
06037183510,0
06037183520,0
06037183610,0
06037192300,0
06001441800,1
06001441921,1
06037195400,0
06113010104,1
06113010610,1
06113011208,1
06113011301,0
06113010313,1
06113010103,1
06113010105,1
06113010315,1
06001441923,1
06001442100,0
06001442400,1
06037183820,0
06037185202,0
06037185310,0
06037405101,1
06037185320,0
06037481603,0
06037481001,0
06037404600,1
06037800406,0
06037800410,0
06037800504,0
06037800506,0
06067009409,0
06067009643,1
06067007604,1
06067009652,1
06067009336,1
06067007111,1
06067009647,1
06067001702,1
06067009649,1
06067009648,1
06067009650,0
06067008803,1
06067009333,0
06067004018,1
06067004017,1
06067004908,1
06067007023,1
06067007439,0
06067008601,1
06067004301,1
06067001202,1
06067001701,1
06067004020,1
06067004302,1
06067009642,1
06067006704,1
06067007024,1
06067009644,1
06067009410,0
06067007025,1
06067004604,1
06067007026,1
06067007110,1
06067009334,0
06067009646,1
06067008707,0
06067008708,0
06067007108,1
06067009651,0
06067007436,0
06067004907,1
06067007028,1
06067004910,1
06067005003,1
06067007022,1
06067009641,1
06067009645,1
06067004909,1
06067008706,0
06067008602,1
06001440337,0
06001440338,1
06001451103,0
06001432602,0
06001451104,1
06001441928,1
06001441929,1
06001441701,1
06001444304,1
06001441525,1
06001436301,0
06001450400,0
06037186401,0
06113011304,0
06113010609,1
06113010611,1
06113011302,0
06113011211,1
06113010314,1
06113011207,1
06113011210,1
06113011209,1
06113011303,0
06037197200,0
06037197300,0
06039000511,0
06039000110,0
06039000517,0
06039000901,0
06039000802,0
06039000801,0
06039000903,0
06039000516,0
06039000515,0
06031000402,1
06031001601,1
06031001300,1
06031000200,1
06031000100,1
06045010601,0
06031001200,1
06045011003,0
06045011004,0
06031000403,1
06045010602,0
06045011502,0
06045011501,0
06001441702,1
06001433801,0
06001433802,0
06001436302,0
06001436403,0
06001436404,0
06001442502,1
06001442501,1
06001450609,0
06001450608,0
06001444303,1
06001432601,0
06001403401,0
06001403402,0
06001403302,0
06001982100,0
06001420302,0
06001402801,0
06001402802,0
06001420401,0
06001403301,0
06001422902,0
06001422901,0
06001420402,0
06001420301,0
06037197410,0
06047001603,0
06047000306,0
06007002402,0
06007002401,0
06007001601,0
06007001602,1
06007000404,1
06007000403,1
06037197420,0
06037197500,0
06037197600,0
06037197700,0
06031000405,0
06031000500,1
06031000602,0
06031000701,0
06031000702,0
06037199110,0
06031000800,0
06037187102,1
06037187200,1
06037187300,1
06053014110,1
06053014109,0
06037670702,0
06037670201,0
06031001001,0
06087122204,0
06087100802,1
06087121501,0
06087122402,0
06087121502,0
06087122005,0
06087121801,0
06087110402,0
06087110504,0
06087110602,0
06087122004,0
06087101001,1
06087110101,1
06031001002,0
06075020602,0
06031001003,0
06031001100,0
06031001500,1
06037236400,0
06037237500,0
06065042212,0
06065042719,1
06065042723,0
06065043218,0
06065040807,0
06065040808,1
06037213201,0
06037213202,0
06037502303,1
06037533204,1
06037703003,1
06037930400,0
06037242202,0
06037128302,0
06037134306,0
06037119320,0
06037920326,0
06037294520,0
06037573202,0
06037599100,0
06037460001,0
06037554511,1
06037408503,0
06037243001,0
06037242201,0
06037533504,1
06037403328,0
06037131021,0
06037113238,0
06037113428,0
06037113423,0
06037119801,0
06037980035,1
06037119004,0
06037134906,0
06037101222,0
06037103201,0
06037320102,0
06037501301,0
06037408213,0
06001450603,0
06067008910,1
06067009004,0
06037213310,0
06037213320,0
06067008911,1
06067008913,0
06037213401,0
06037214700,0
06037214800,0
06037216100,0
06037216700,0
06097151602,0
06097150607,0
06097150610,0
06097153809,0
06097153104,0
06001405401,0
06065043822,0
06065043823,0
06065044517,1
06065044520,0
06065044606,1
06037650604,0
06037901210,0
06037269602,0
06037271901,0
06037302003,0
06037115103,0
06037127605,0
06037400404,0
06113010402,1
06007001703,0
06037117102,0
06037119341,0
06037120106,0
06037122121,0
06037124204,0
06007001704,0
06007002601,0
06007002602,0
06007003002,1
06007003501,1
06007003700,1
06073017813,0
06073990100,0
06073017054,0
06073017053,0
06001451703,0
06001990000,0
06085503329,0
06085512032,0
06085511916,0
06001442302,1
06001406602,0
06001407101,0
06001407102,0
06001432501,0
06065045222,1
06065045228,1
06065046900,1
06065047202,1
06065045125,1
06065048100,0
06065050600,0
06065981000,0
06065051200,1
06065043274,0
06065043513,1
06065043517,1
06001406201,0
06001406202,0
06001406300,0
06111002905,1
06085503333,0
06037128801,0
06037139504,0
06001450501,0
06037191902,0
